"Practise","Cost"
"C83061",122450.12
"A88006",122439.9
"E81019",122432.81
"P81103",122425.54
"C82013",122424.12
"M83036",122390.04
"L82051",122364.57
"H81026",122332.26
"C86605",122306.43
"F81116",122270.83
"K84051",122240.28
"P82023",122232.47
"E82100",122210.26
"J81081",122209.99
"Y00351",122194.77
"G81076",122135.3
"B86066",122112.8
"G82086",122053.31
"C81050",122051.23
"B87015",121981.96
"L82055",121961.87
"L83006",121907.23
"C88039",121880.91
"A83028",121859
"C81048",121816.28
"B82069",121800.54
"M82007",121771.73
"J84011",121706.03
"P89020",121697.9
"P81047",121668.2
"G85004",121527.11
"N81066",121527.06
"L81091",121526.25
"F86060",121493.43
"C83042",121489.27
"G82035",121476.53
"F86022",121472.75
"L81058",121455.19
"N81034",121386.09
"J84012",121315.3
"G82108",121299.65
"F81126",121279.68
"P81128",121235.02
"M83129",121217.64
"E83053",121191.31
"K84004",121174.5
"B82066",121167.88
"G84015",121118.01
"L83059",121115.33
"N82117",121102.21
"M81091",121083.43
"A84020",121050.21
"N81044",121019.38
"E82072",121007.24
"D82020",120988.22
"P81091",120977.31
"C83032",120950.76
"C82078",120889.89
"E82002",120852.76
"L84048",120833.96
"D81023",120826.45
"A87012",120789
"J83057",120730.38
"L84037",120668.37
"M91004",120578.03
"A89015",120541.77
"G82076",120488.79
"K82051",120439.14
"H81081",120416.44
"J82083",120406.35
"J83003",120398.5
"K81062",120350.43
"L81034",120335.27
"C83083",120334.76
"B82051",120334.35
"E81036",120247.1
"C84034",120128.98
"F84034",120128.41
"H81016",120107.32
"C84032",120035.37
"E81028",120009.04
"H82049",120003.18
"P81125",119977.13
"F85025",119940.51
"K83012",119922.3
"D81053",119920.8
"C88037",119896.66
"K82046",119887.15
"A89020",119821.05
"C81042",119821.01
"C84124",119788.62
"P82004",119786.04
"A83026",119762.83
"N85044",119749.42
"C82054",119740.09
"P81056",119717.91
"F85014",119699.7
"C83059",119675.84
"N82066",119489.35
"B83027",119435.84
"C83013",119415.83
"G84003",119390.84
"P81014",119344.39
"A83014",119339.52
"B81009",119331.29
"A84030",119256.65
"E82015",119208.72
"C81038",119207.68
"M83030",119203.98
"J82174",119159.39
"J82113",119093.4
"J82042",119021.37
"P81037",118951.04
"G81104",118946.64
"P88025",118940.12
"K84072",118858.33
"B83052",118848.93
"M83617",118750.38
"H85025",118743.69
"L83031",118737.95
"A83009",118695.07
"H81070",118681.48
"N83005",118624.09
"F81009",118614.7
"L83130",118608.02
"M84030",118566.51
"A83033",118562.43
"C83047",118551.26
"E82071",118535.88
"B82075",118483.35
"B83018",118441.64
"C81087",118439.1
"D81032",118388.41
"P84034",118387.37
"B83038",118383.76
"M87015",118368.9
"C83014",118330.44
"M85011",118299.73
"A82021",118299.49
"N85006",118248.5
"M86010",118248.49
"K81003",118246.47
"P81129",118159.98
"J81033",118109.66
"J82164",118102
"A87002",118088.71
"P81153",118080.94
"E82039",118074.61
"J82050",118023.85
"G82203",118003.51
"F81049",117996.79
"B85018",117930.95
"K83005",117897.75
"D82017",117887.44
"G82046",117884.29
"F86007",117873.77
"C81068",117787.39
"K84041",117671.08
"J84017",117670.5
"E81044",117635.26
"L81012",117616.97
"K83006",117594.98
"M89002",117411.57
"K83029",117390.98
"P92041",117350.55
"K83014",117344.84
"H82050",117298.26
"L81008",117298.07
"P86018",117282.04
"E87014",117273.13
"C82025",117270.94
"C83082",117245.08
"H85005",117226.25
"J82103",117178.31
"M83010",117163.32
"N83020",117128.24
"M85164",117081.6
"G83027",117042.9
"H81047",117026.13
"G82044",116971.37
"M81034",116952.64
"L84015",116942.45
"H81043",116911.8
"H83053",116888.15
"G82165",116876.88
"M86009",116872.33
"N81022",116858.09
"B82073",116818.25
"G85055",116812.66
"L81009",116797.87
"G82031",116787.24
"B87018",116750.13
"H81015",116711.76
"M85079",116681.12
"M85068",116670.12
"F82006",116628.03
"D81021",116605.64
"C83002",116588.69
"H85007",116537.25
"K83024",116533.21
"F85076",116500.32
"C81084",116394.69
"G85015",116367.02
"N81041",116344.45
"E81046",116335.86
"B82024",116285.62
"G81051",116179.22
"H81023",116158.76
"K82038",116153.72
"A81037",116147.47
"L84012",116146.82
"M84008",116088.52
"P87024",116066.77
"C81001",116052.93
"M83012",116048.82
"K82065",116046.01
"J84005",115943.35
"E82037",115929.83
"A85006",115919.79
"P81143",115902.79
"H82640",115863.55
"L85022",115861.62
"C82077",115857.01
"H81030",115830.01
"B81046",115807.04
"F81048",115794.46
"N81026",115746.83
"F81156",115718.91
"P86012",115718.33
"M83068",115716.71
"A81067",115709.24
"A81045",115694.07
"D82037",115690.2
"C84059",115653.82
"K83023",115646.44
"K83030",115642.88
"J83006",115625.13
"A83013",115581.12
"F81181",115506.5
"C84688",115496.93
"E81012",115493.69
"E84006",115314.86
"P81083",115309.8
"K83040",115304.16
"B81014",115295.15
"G84017",115294.26
"B87012",115282.62
"G83066",115225.43
"D82026",115199.89
"E81022",115193.86
"C84036",115170.72
"A81043",115155.83
"K82025",115139.18
"P88632",115105.03
"M83045",115086.78
"M81035",115034.15
"H81134",114990.23
"B85024",114959.33
"J82099",114950.8
"M81069",114840.59
"C86025",114818.52
"B81064",114805.06
"G85001",114804.84
"P89012",114801.16
"C82047",114785.65
"N82070",114777.34
"H82029",114738.25
"L84041",114691.72
"K84033",114671.01
"E87002",114668.03
"N81012",114656.08
"M81048",114656.03
"M83044",114649.36
"A84048",114577.05
"J81018",114541.85
"M88015",114517.59
"A88004",114491.42
"D83007",114463.27
"N84015",114448.05
"M91008",114431.99
"J83046",114427.57
"L83014",114422.11
"H81036",114419
"K83028",114393.36
"M81003",114332.24
"E81050",114325.73
"J82161",114317.35
"C82061",114285.81
"J82216",114261.54
"L85017",114186.84
"F81071",114160.05
"C86015",114137.26
"D83033",114084.84
"C82031",114027.81
"H81027",113996.51
"L81036",113983.54
"P81085",113948.16
"M91010",113931.89
"L84069",113900.38
"M84013",113888.73
"M86018",113872.19
"L83038",113816.38
"C81004",113806.14
"J82186",113805.96
"M89028",113804.58
"L81016",113791.85
"G81055",113682.76
"E82009",113629.62
"E82090",113627.16
"E85026",113621.37
"E82123",113613.84
"K82040",113591.07
"K82049",113570.46
"C83025",113539.48
"F81010",113487.16
"G81038",113440.06
"M81042",113405.99
"P83001",113318.9
"G83010",113295.47
"D83610",113211.76
"G82063",113174.65
"G81026",113160.13
"C88014",113113.18
"F81122",113044.57
"E83017",113035.98
"J82122",112977.72
"C83011",112977.5
"J83029",112969.6
"G81048",112944.82
"P81053",112940.48
"E82081",112816.13
"J82081",112782.3
"F86607",112741.32
"E83010",112693.65
"F81113",112672.59
"H82101",112651.31
"N84028",112647.65
"M88005",112617
"M86004",112611.69
"P86010",112579.47
"C81064",112559.88
"F81112",112553.15
"J82046",112537.48
"M85076",112527.51
"G81009",112482.15
"M81023",112444.75
"C83009",112441.13
"F82022",112440.43
"C87029",112409.43
"M81066",112385.64
"H85048",112385.03
"K81045",112342.51
"D83061",112304.77
"B86062",112299.08
"C86038",112291.43
"J81050",112285.23
"C88019",112265.03
"D82006",112252.33
"G81016",112244.36
"G84004",112180.14
"P92003",112179.71
"G82231",112172.58
"L81082",112162.93
"P92026",112040.62
"E82092",112029.79
"G82093",112017.96
"J82065",112016.13
"P84010",112014.55
"A84024",112005.87
"A81009",111996.22
"K81066",111984.82
"K82018",111980.61
"M81029",111932.68
"P87040",111898.32
"B86052",111871.11
"D81028",111851.84
"M81044",111844.4
"M81047",111817.18
"L82056",111816.4
"H83001",111801.61
"C83038",111739.69
"G84019",111669.92
"H84017",111649.31
"M86002",111646.42
"F81047",111603.26
"J81044",111588.49
"P81033",111577.97
"L83094",111494.33
"P92006",111472.48
"H84030",111463.52
"M85023",111420.63
"L84026",111391.48
"N81122",111387.27
"G82125",111374.78
"C86009",111364.61
"F82018",111289.44
"N81085",111275.67
"B81029",111242.01
"D81012",111234.03
"P86022",111221.26
"K81001",111100.51
"L82036",111043.19
"Y00592",111035.82
"H82008",111033.58
"C82007",111020.18
"M89026",110972.7
"F84017",110952.44
"H85024",110939.29
"L84007",110892.14
"D82066",110860.51
"C82008",110855.67
"N81108",110843.11
"P81218",110788.47
"C81023",110752.55
"K81083",110741.66
"P84028",110733.07
"D82068",110688.95
"M86017",110679.53
"F83008",110675.96
"D83075",110648.93
"A81041",110639.5
"M85071",110629
"L85014",110603.7
"H82046",110587.74
"C88036",110559.63
"M83076",110529.92
"J81021",110500.62
"K82043",110473.09
"K82009",110441.96
"M83051",110416.29
"E82068",110380.48
"F82017",110322.88
"K81020",110304.84
"M83027",110289.57
"P81132",110266.73
"C88021",110255.83
"E81005",110197.25
"P84048",110196.15
"H84040",110187.22
"B84009",110095.83
"B85006",110085.69
"L83034",110035.59
"E82055",110034.17
"D83026",110004.11
"Y00198",109993.55
"H81083",109912.31
"G82051",109862.1
"G83028",109843.37
"M82008",109839.87
"G82150",109812.86
"D82030",109775.64
"C86022",109772.75
"F85019",109758.16
"J82053",109720.75
"B83062",109696.6
"B83030",109695.29
"H81028",109683.65
"L81044",109675
"G85114",109664.72
"K84044",109644.92
"P81018",109599.47
"C82051",109576.24
"N84023",109572.19
"A81040",109515.25
"E82061",109508.37
"N82009",109481.49
"B86007",109462.16
"B83015",109452.9
"F81090",109446.41
"C82012",109440.55
"G82015",109423.24
"E81004",109381.68
"C86016",109378.97
"B82061",109356.25
"N83035",109348.95
"P81213",109343.2
"L83007",109308.81
"M91017",109301.63
"J82025",109279.2
"L82003",109273.48
"K81025",109223.1
"C81047",109197.46
"E86007",109182.31
"B85030",109181.48
"M83075",109169.73
"H81615",109131.36
"M83054",109104.36
"J82622",109045.96
"F81012",108986.44
"C81003",108973.71
"J81055",108963.97
"P89033",108919.32
"J81072",108878.83
"K83008",108838.87
"B81038",108811
"F84047",108801.67
"A82025",108783.12
"H85045",108724.54
"D83010",108715.18
"A81016",108668.27
"A81057",108655.96
"C83037",108627.46
"N81086",108522.95
"N84020",108518.42
"P88012",108514.53
"K81082",108496.08
"A86601",108495.31
"F81091",108494.25
"C88025",108453.45
"A85009",108403.41
"E86012",108397.54
"L82052",108384.23
"B83029",108309.08
"M83079",108296.45
"H83013",108295.2
"C84033",108292.96
"J82028",108290.42
"K84043",108269.38
"A84006",108228.49
"L81015",108220.68
"F81152",108216.23
"A85016",108204.38
"F84069",108187.18
"P81157",108146.53
"B81084",108128.02
"A83066",108124.77
"N81051",108111.2
"L83022",108103.44
"M87602",108094.91
"A83003",108044.42
"J82116",108031.1
"P82002",108025.38
"K82053",108007.55
"H81119",107947.92
"F84062",107938.46
"M87005",107914.98
"C81025",107852.06
"L83120",107847.43
"K82037",107823.16
"G84007",107808.17
"F85003",107801.2
"A86013",107791.53
"F85066",107728.32
"P81054",107667.8
"H82072",107663.81
"J82052",107656.12
"M86008",107623.82
"E83027",107493.89
"G82028",107447.36
"H85037",107443.01
"F83017",107421.12
"G82069",107393.46
"C83049",107386.55
"N85027",107382.27
"P81058",107374.49
"M85088",107355.23
"F81683",107341.97
"B82027",107273.87
"G81056",107247.23
"H81055",107239.62
"G81033",107228.29
"H81113",107223.7
"K81070",107215.8
"N85020",107184.4
"K83007",107160.72
"M86032",107132.46
"N85013",107109
"H81066",107075.73
"D82032",107030.59
"F81023",107015.52
"J82120",106967.91
"C84060",106962
"B84618",106926.52
"L84036",106902.87
"N83608",106897.8
"M81049",106871.71
"N82041",106848.02
"H81033",106726.74
"B86008",106627.23
"D83027",106624.38
"M88030",106594.82
"L84084",106573.44
"E81074",106567.56
"B85021",106518.34
"E82073",106516.8
"P85020",106506.11
"M81629",106497.78
"C85005",106469.4
"D81039",106448
"H82078",106444.72
"L81039",106444.29
"J81049",106399.76
"L81018",106365.31
"G85028",106356.08
"M84015",106352.56
"N81079",106346.56
"M82014",106339.8
"C83072",106243.13
"E84008",106205.67
"P89019",106182.66
"M89015",106138.34
"C88070",106123.48
"G81024",106117.78
"L81649",106105
"C83058",106076.04
"M83011",106069.15
"C86002",106062.93
"J81058",106040.57
"D81030",106030.09
"C81066",106017.31
"G81007",105997.71
"H81090",105979.03
"G82137",105963.29
"N84019",105929.66
"P87008",105923.27
"G81658",105915.47
"H85031",105909.2
"F81741",105888.19
"F83015",105844.62
"L84014",105806.52
"B84613",105767.13
"B81011",105747.47
"B82044",105714.96
"D82057",105700.28
"P84021",105686.62
"P81055",105679.88
"C84010",105669.6
"K81630",105646.55
"J83026",105587.51
"J82088",105571.08
"K83070",105569.66
"J82192",105568.45
"F82021",105539.77
"L81040",105533.06
"H81050",105517.29
"A83044",105422.45
"G82094",105369.93
"L82045",105364.93
"P81062",105343.99
"E82006",105283.53
"E81041",105250.63
"C86014",105237.77
"A85007",105226.52
"J82023",105152.26
"F81129",105139.18
"N82084",105136.59
"D81025",105087.56
"A81007",105031.64
"N82076",105011
"F82004",104989.62
"P82014",104968.71
"K82024",104967.67
"D81004",104953.74
"A82050",104937.23
"D83019",104936.21
"C82050",104934.9
"M85027",104843.19
"P92021",104838.67
"J83039",104769.36
"H82051",104760.32
"M82043",104731.68
"J81062",104729.87
"H81073",104728.35
"A83017",104721.3
"B85027",104711.92
"C83071",104690.1
"N82048",104642.44
"D81007",104625.48
"H82065",104569.03
"E83024",104567.48
"E87609",104526.13
"D82056",104478.42
"P83004",104443.26
"D82018",104381.88
"L83133",104319.72
"L81089",104296.8
"D83046",104296.3
"D81622",104292.83
"C82075",104237.54
"K84014",104189.12
"J82136",104177.19
"F83019",104176.39
"M85066",104172.52
"K81644",104147.8
"B86010",104139.41
"B81077",104093.79
"P84025",104066.09
"A83034",104036.08
"D83058",104025.8
"C88031",104024.82
"C83041",104019.67
"L83106",103983.95
"B86071",103892.4
"J83024",103858.5
"L83040",103849.56
"M83616",103847.17
"G81023",103821.94
"L83054",103752.79
"L84032",103740.88
"D82039",103737.86
"C84066",103711.42
"C86021",103683.34
"H82024",103643.52
"G82107",103632.2
"G82185",103621.18
"J83049",103620.8
"H85038",103611.1
"N82646",103536.67
"M87008",103453.63
"G82164",103445.97
"G81028",103435.79
"J82037",103358.32
"C81028",103342.22
"J82127",103321.74
"D82028",103270.89
"A87015",103263.01
"C83060",103220.51
"B82021",103204.28
"L81042",103145.76
"M85699",103111.44
"P81154",103100.97
"M85069",103080.57
"C85033",103074.48
"H82069",103072.57
"D82047",103033.07
"H85115",103031.23
"C81060",102995.75
"B83022",102991.01
"G82155",102973.61
"B85641",102972.37
"B82105",102921.74
"D81016",102902.8
"F83018",102870.55
"G82113",102851.96
"H82003",102790.62
"E86001",102778.32
"C81057",102775.33
"J82049",102731.86
"D82016",102718.35
"J82082",102705.6
"C84080",102697.26
"C84046",102646.07
"G82026",102638.56
"F84093",102578.92
"D82009",102575.69
"Y02521",102532.38
"J83036",102531.36
"E83003",102530.97
"B84013",102503.59
"E85055",102467.48
"A81058",102461.05
"N81072",102435.39
"M89019",102423.66
"N81081",102422.32
"B83063",102420.29
"C82021",102412.81
"B82031",102391.38
"B84005",102352.78
"P81140",102344.29
"A86016",102311.64
"J83028",102292.5
"L85023",102281.15
"M82026",102279.13
"C82033",102249.34
"B83050",102221.17
"B84003",102161.87
"P88021",102116.88
"G81077",102060.97
"E82077",102056.5
"C82003",102017.17
"M91011",101989.05
"N83027",101987.5
"D81049",101966.71
"B82042",101948.96
"J83055",101921.79
"C82070",101870.84
"G85038",101865.56
"B85061",101849.33
"M81082",101837.25
"D82067",101836.82
"C83635",101774.41
"G82753",101772.47
"N85019",101769.31
"A81051",101755.18
"N84008",101731.78
"E82041",101727.08
"K84071",101725.68
"Y00411",101712.81
"M85074",101677.51
"P92011",101671.55
"L81021",101617.92
"M85087",101616.79
"D82036",101597.03
"P84074",101591.13
"H81072",101545.63
"A85011",101454.66
"C88035",101442.56
"P91012",101427.45
"F83020",101422.7
"P85011",101388.93
"P88024",101329.47
"F84016",101317.14
"D82031",101307.8
"C84084",101278.4
"P81210",101274.49
"L81017",101245.62
"C88024",101226.25
"G85006",101219.66
"B86035",101136.72
"L84065",101115.48
"N84005",101058.07
"B86030",101046.43
"P81146",100991.99
"M84040",100987.56
"Y00984",100941.35
"P83011",100930.6
"J84004",100910.05
"N85016",100899.01
"E82129",100883.85
"C83036",100883.79
"N81064",100876.51
"K82004",100872.3
"B87009",100861.68
"M83061",100840.17
"A81618",100837.96
"K82047",100813.3
"L84022",100769.95
"K83059",100758.11
"F86025",100727.71
"A89013",100648.73
"M81016",100614.82
"M92012",100571.39
"L83096",100568.1
"B81021",100550.37
"H83018",100550.02
"N81096",100549.99
"P83008",100521.7
"M85803",100502.35
"H84016",100471.78
"J83038",100446.82
"J82124",100434.26
"P81172",100384.82
"L84008",100323.78
"A81054",100314.22
"J82067",100225.57
"E81073",100197.44
"A81020",100192.68
"F81106",100190.5
"J81045",100186.91
"A86023",100166.74
"F83010",100159.8
"M89003",100048.14
"H81031",100046.02
"E86004",100043.16
"H82070",100039.92
"C83020",100014.71
"C84011",100005.07
"H82020",99978.2900000001
"E81052",99972.3500000001
"C83065",99953.4
"A82039",99945.88
"M83141",99925.46
"L82035",99921.23
"G81030",99913.98
